x	xend	tooltip	PANEL	group
0.187341450165994	0.238728196234483	( 0.16 ,  0.21 )	1	1
0.127508078921208	0.169280989508622	( 0.09 ,  0.14 )	1	2
0.624049355740849	0.658951194699665	( 0.64 ,  0.67 )	2	3
0.372611172829556	0.415749488528409	( 0.36 ,  0.41 )	2	4
0.169596987234156	0.239496544480256	( 0.14 ,  0.21 )	3	5
0.0907066214179462	0.134600749893926	( 0.05 ,  0.1 )	3	6
0.459699432608323	0.532789615778848	( 0.45 ,  0.53 )	4	7
0.256152697004283	0.323147886960097	( 0.23 ,  0.3 )	4	8
0.179746750314211	0.329876579155367	( 0.15 ,  0.31 )	5	9
0.0782312360808584	0.160758583448971	( 0.04 ,  0.13 )	5	10
0.394998768415879	0.530393373403465	( 0.38 ,  0.53 )	6	11
0.184040190922076	0.285419539114092	( 0.15 ,  0.26 )	6	12
0.23675785100517	0.336705634283592	( 0.21 ,  0.32 )	7	13
0.12464281993764	0.195382082058588	( 0.09 ,  0.16 )	7	14
0.627207453572786	0.686705576864617	( 0.64 ,  0.7 )	8	15
0.413705915923705	0.491641161507601	( 0.4 ,  0.49 )	8	16
0.19132679559551	0.278426710655575	( 0.16 ,  0.26 )	9	17
0.0740744137752599	0.117786861692511	( 0.03 ,  0.08 )	9	18
0.548612582430647	0.62522074344999	( 0.55 ,  0.64 )	10	19
0.295540956812628	0.380353292350064	( 0.27 ,  0.37 )	10	20
0.197116299543248	0.314196004457127	( 0.17 ,  0.3 )	11	21
0.0910206472603126	0.162659230278271	( 0.05 ,  0.13 )	11	22
0.452869634543557	0.571649122904716	( 0.45 ,  0.58 )	12	23
0.272744205209125	0.381299298753504	( 0.25 ,  0.37 )	12	24
0.178327469362543	0.328159595633353	( 0.15 ,  0.31 )	13	25
0.0924668234187224	0.226980805557853	( 0.05 ,  0.2 )	13	26
0.615686583264049	0.706352781168438	( 0.63 ,  0.73 )	14	27
0.388713117610063	0.521367855204113	( 0.38 ,  0.52 )	14	28
0.21019316557943	0.358239871813226	( 0.18 ,  0.34 )	15	29
0.0983018897102416	0.198719320015616	( 0.06 ,  0.17 )	15	30
0.528443641875205	0.635521877179405	( 0.53 ,  0.65 )	16	31
0.274652049505411	0.392284549882891	( 0.25 ,  0.38 )	16	32
0.256114083103071	0.391659873447693	( 0.23 ,  0.38 )	17	33
0.113070996711395	0.195087234456507	( 0.07 ,  0.16 )	17	34
0.508913674270055	0.627786161930467	( 0.51 ,  0.64 )	18	35
0.252888223673851	0.379123178477706	( 0.23 ,  0.37 )	18	36
0.0974893927139818	0.31387765322109	( 0.06 ,  0.3 )	19	37
0.0626615038347222	0.254379739665261	( 0.02 ,  0.23 )	19	38
0.574766836306241	0.73031740286009	( 0.58 ,  0.75 )	20	39
0.31627340503569	0.531726461908531	( 0.3 ,  0.53 )	20	40
0.119499983322655	0.315435437142122	( 0.08 ,  0.3 )	21	41
0.0454545454545455	0.182754150339128	( 0 ,  0.15 )	21	42
0.46168676399104	0.612730891366978	( 0.46 ,  0.62 )	22	43
0.238405785916586	0.41948242142194	( 0.21 ,  0.41 )	22	44
0.121458871697193	0.280137904815721	( 0.08 ,  0.26 )	23	45
0.0660764424611359	0.156695025265645	( 0.02 ,  0.12 )	23	46
0.375400652084519	0.563237729398102	( 0.36 ,  0.57 )	24	47
0.324020879466856	0.508415358354637	( 0.31 ,  0.51 )	24	48
